Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Alcohol content (product.metafields.custom.alcohol),Appellation/Area (product.metafields.custom.appellation),Display in (product.metafields.custom.display_in),Warehouse Bin (product.metafields.custom.warehouse_bin),Bio (product.metafields.filter.bio),Country (product.metafields.filter.country),Grapes (product.metafields.filter.grapes),Grapes-dominant (product.metafields.filter.grapes-dominant),Type (product.metafields.filter.type),Region (product.metafields.filters.region),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Restricciones de edad (product.metafields.shopify.age-restrictions),Color (product.metafields.shopify.color-pattern),País (product.metafields.shopify.country),Preferencias alimentarias (product.metafields.shopify.dietary-preferences),Tipo de evento (product.metafields.shopify.event-type),Región (product.metafields.shopify.region),Dulzura del vino (product.metafields.shopify.wine-sweetness),Variedad de vino (product.metafields.shopify.wine-variety),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
motorpsico,MICHELINI I MUFATTO MOTORPSICO,"<p><strong>AGING: </strong>Fermented and aged in one-year-old barrels.</p>
<p><strong>VIEW</strong>: Pale red or rosé, despite the dark-colored juice from Alicante Bouschet.</p>
<p><strong>BOUQUET</strong>: Floral and fruity with high intensity. Notes of wild cherry, sloe, and raspberry.</p>
<p><strong>MOUTH</strong>: Silky, extremely fine tannins. Great tension and freshness, floral and fruity with an impressive balance of salty minerality.</p>
<p><strong>FOOD PAIRING:</strong> Potentially pairing well with light meats, seafood, or even dishes with a hint of acidity to complement the wine’s tension and balance.</p>
<p><strong>LIMITED PRODUCTION: </strong>15.000 bottles.</p>",MICHELINI I MUFATTO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, bierzo, Castilla y León, españa, garnacha, garnacha negra, garnacha roja, garnacha tinta, garnatxa, León, mencia, nacional, NEGRO, norte, palomino, ponferrada, regional, rojo, san lorenzo, seco, spain, tinto",true,Vintage,2022,,Size,0.75 L,,,,,733,1000.0,shopify,deny,manual,11.50,15.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_67.png?v=1725457009,1,"",false,,,,,,,,,,,,,,"12,5%",D.O. Bierzo,All collections,I24,,Spain,Mencía / Alicante bouschet / Palomino,Mencía,Red wine,Bierzo,,,,,,,,,,,,,,,kg,,4.50,active
coma-bruna-espelt-viticultors-copy,MICHELINI I MUFATTO A MERCED,"<p><strong>AGING: </strong>Aged for 1 year in used 225L French barrels.</p>
<p><strong>VIEW</strong>: Fluid red wine.</p>
<p><strong>BOUQUET</strong>: Subtle and clean aromas with floral, meaty notes, wild herbs, red and black berries.<br></p>
<p><strong>MOUTH</strong>: Complex and deep, with good tension. Polished tannins, pleasant and tasty acidity. Fresh, fine, and with a long finish.</p>
<p><strong>FOOD PAIRING:</strong> Beef and white meats.<br></p>
<p><strong>LIMITED PRODUCTION: </strong>10.000 bottles.<br></p>",MICHELINI I MUFATTO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, bierzo, Castilla y León, españa, León, nacional, NEGRO, norte, ponferrada, regional, rojo, san lorenzo, seco, spain, tinto",true,Vintage,2021,,Size,0.75 L,,,,,732,1000.0,shopify,deny,manual,19.00,25.05,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_66.png?v=1725456243,1,"",false,,,,,,,,,,,,,,"13,5%",D.O. Bierzo,All collections,I23,,Spain,Mencía / Doña blanca,Mencía,Red wine,Bierzo,,,,,,,,,,,,,,,kg,,9.00,active
cava-rosat-reserva-brut-nature-copy,MARIA RIGOL ORDI CAVA BRUT NATURE ROSADO MICROTIRATGE 8,"<p><strong>VIEW: </strong>Microtiratge 8 is a cheerful, light, and very drinkable wine, perfect for enjoying the simple pleasures in a glass.</p>
<p><strong>BOUQUET: </strong>It has powerful aromas of wild red fruits such as strawberries, blueberries, and blackberries, with hints of lollipop and a subtle, refreshing touch of fennel.</p>
<p><strong>MOUTH: </strong>On the palate, it is well-structured, lively, and spontaneous, with fine, invigorating bubbles blending into a silky texture.</p>
<p><strong>FOOD PAIRING: </strong>It creates harmonies with the lightest of appetizers as well as with delicacies such as rice dishes, grilled white meats and all kinds of pasta. </p>
<p><strong>LIMITED PRODUCTION:</strong> 3190 numbered bottles.</p>
<!---->",MARIA RIGOL ORDI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Sparkling Wine,"all collections, brut nature, Catalonia, Cataluña, cava, eco, edicion especial, españa, especial, especialidad, garnacha, garnacha negra, garnacha roja, garnacha tinta, garnatxa, macabeo, macabeu, microtiraje, nacional, regional, rosado, spain, trepat, unico",true,Size,0.75 L,,Vintage,2022,,,,,731,1000.0,shopify,deny,manual,14.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_62.png?v=1725448472,1,"",false,,,,,,,,,,,,,,"11,6%",DO Cava,All collections,G51,TRUE,Spain,Garnatxa / Macabeu / Trepat,Grenache,Sparkling wine,Catalunya,,,,,,,,,,,,,,,kg,,7.25,active
sweet-and-sour-gherkins,BERNAL SWEET AND SOUR GHERKINS,"<p><span>Medium sour pickled Cornichons and that at BERNAL are produced with a sweet and sour flavour. Ideal for eating by themselves as well as an appetiser or snack, in salads, or as a side dish for more sophisticated dishes.</span></p>
<!---->",BERNAL ALIMENTACIÓN,"Food, Beverages & Tobacco > Food Items > Condiments & Sauces > Pickled Fruits & Vegetables",Olive oil,"AGRIDULCE, alimentacion, all collections, Andalucia, ENCURTIDOS, españa, nacional, PEPINILLOS, PEPINOS, sevilla, spain",true,Size,400gr,,,,,,,,727,1000.0,shopify,deny,manual,2.30,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_61.png?v=1725447021,1,"",false,,,5760,,,,,,,,,,,,Sevilla,All collections,A23,,Spain,,,Olive oil and olives,Andalucía,,,,,,,,,,,,,,,kg,,1.22,active
pla-de-tudela-anna-espelt,ESPELT PLA DE TUDELA ANNA ESPELT,"<p><strong>VIEW</strong>: Clean and bright appearance with a pale yellow color and new gold reflections.</p>
<p><strong>BOUQUET</strong>: Open and elegant nose with aromas of underbrush and Mediterranean herbs.<br></p>
<p><strong>MOUTH</strong>: Well-balanced on the palate. Slightly fresh at the attack with very good acidity that provides length and salinity. The palate is broad and flavorful with a long aftertaste where the soil predominates.</p>
<p><strong>FOOD PAIRING:</strong> We recommend serving it not too cold, at around 10°C. It is a very gastronomic wine that should simply be savored and enjoyed.<br></p>",ESPELT VITICULTORS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White Wine,"all collections, barcelona, bio, blanco, Catalonia, catalunya, cataluña, eco, ecologico, emporda, españa, ESPELT, ESPELT VITICULTORS, nacional, picapoll, regional, seco, spain, vino blanco",true,Vintage,2022,,Size,0.75 L,,,,,704,1000.0,shopify,deny,manual,42.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_56.png?v=1724872053,1,"",false,,,,,,,,,,,,,,"12,5%",Empordà,All collections,E21,TRUE,Spain,Picapoll,Picapoll Blanco,White wine,Catalunya,,,,,,,,,,,,,,,kg,,23.90,active
quinze-roures-espelt-viticultors,ESPELT VITICULTORS QUINZE ROURES,"<p><strong>AGING: </strong>Aged on lees in barrel and concrete egg.</p>
<p><strong>VIEW</strong>: Pale yellow with greenish reflections.</p>
<p><strong>BOUQUET</strong>: Aromas of white fruit with intensity and persistence.<br></p>
<p><strong>MOUTH</strong>: Predominantly saline and creamy, with the freshness of our Mediterranean vineyards. The result is a wine with ideal balance, minerality, and volume.</p>
<p><strong>FOOD PAIRING:</strong> Ideal for pairing with white meats, fish, and Mediterranean cuisine. It pairs well with intense dishes such as fish stews, vegetable rice, chicken and seafood, autumn vegetables like pumpkin, and roasted peppers.<br></p>",ESPELT VITICULTORS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White Wine,"all collections, barcelona, bio, blanco, Catalonia, catalunya, cataluña, eco, ecologico, emporda, españa, garnacha blanca, garnacha roja, garnacha tinta, lledoner, nacional, organico, regional, seco, spain, vino blanco",true,Vintage,2023,,Size,0.75 L,,,,,730,1000.0,shopify,deny,manual,12.75,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_55.png?v=1724871016,1,"",false,,,,,,,,,,,,,,13%,Empordà,All collections,E31,TRUE,Spain, Lledoner blanc (Garnacha blanca) / Lledoner roig (Garnacha roja),Grenache Blanc,White wine,Catalunya,,,,,,,,,,,,,,,kg,,7.25,active
pardells-espelt-viticultors,ESPELT VITICULTORS PARDELLS,"<p><strong>AGING: </strong>Aged for seven months on its lees in a concrete egg.</p>
<p><strong>VIEW</strong>: Pale golden yellow with greenish reflections, showing delicate tears indicative of its silky structure.</p>
<p><strong>BOUQUET</strong>: Intense with marine aromas and hints of fresh fruit or freshly cut grass.<br></p>
<p><strong>MOUTH</strong>: Long and fresh with an electric touch. Reminiscent of ginger, with well-marked acidity, delicate tannins, light body, moderate intensity, and a long, iodine-infused finish. This is an excellent quality wine that can be enjoyed now or over the years as it ages subtly.</p>
<p><strong>FOOD PAIRING:</strong> Pairs well with dishes that have pronounced aromas and flavors, such as black rice, cod stew, or sea urchins.<br></p>",ESPELT VITICULTORS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White Wine,"all collections, barcelona, bio, blanco, Catalonia, catalunya, cataluña, eco, ecologico, emporda, españa, garnacha blanca, garnacha roja, garnacha tinta, lledoner, macabeo, macabeu, nacional, regional, seco, spain, vino blanco",true,Vintage,2019,,Size,0.75 L,,,,,705,1000.0,shopify,deny,manual,29.90,34.50,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_54.png?v=1724870112,1,"",false,,,,,,,,,,,,,,13%,D.O. Empordà,All collections,E24,TRUE,Spain,Macabeu / Lledoner roig (Garnacha roja) / Lledoner blanc (Garnacha blanca),Macabeo (Viura),White wine,Catalunya,,,,,,,,,,,,,,,kg,,16.80,active
terres-negres-espelt-viticultors,ESPELT VITICULTORS TERRES NEGRES,"<p><strong>AGING: </strong>Aged for 12 months in barrel.</p>
<p><strong>VIEW</strong>: Intense ruby color.</p>
<p><strong>BOUQUET</strong>: High aromatic intensity that unfolds rhythmically and elegantly. Ripe black fruit and a broad range of Mediterranean underbrush, spices, and hints of licorice.<br></p>
<p><strong>MOUTH</strong>: Velvety, silky, and mineral on the palate. Elegant, subtle, and fragrant. A voluptuous, delicate, and deep Mediterranean red wine with a long aftertaste.</p>
<p><strong>FOOD PAIRING:</strong> A beef burger with caramelized onions, roasted rabbit with olives and herbs, or a medium-rare steak, seared on the outside and pink on the inside.<br></p>",ESPELT VITICULTORS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, Almez negro, barcelona, bio, Catalonia, catalunya, cataluña, eco, ecologico, emporda, españa, garnacha negra, garnacha tinta, mourvedre, nacional, NEGRO, regional, rojo, samso, seco, spain, tinto",true,Vintage,2021,,Size,0.75 L,,,,,897,1000.0,shopify,deny,manual,17.00,18.10,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_53.png?v=1724868979,1,"",false,,,,,,,,,,,,,,"14,5%",Empordà,All collections,E22,TRUE,Spain,Cariñena / Almez negro (Garnacha tinta),Cariñena (Samsó),Red wine,Catalunya,,,,,,,,,,,,,,,kg,,9.55,active
comabruna-espelt-viticultors,ESPELT VITICULTORS COMABRUNA,"<p><strong>AGING: </strong>Aged for 18 months in barrel.</p>
<p><strong>VIEW</strong>: Bright cherry color with high opacity. Character and seduction.</p>
<p><strong>BOUQUET</strong>: Intense like the tramontana wind, with hints of rosemary from the mountains. Notes of plum and truffle.<br></p>
<p><strong>MOUTH</strong>: On the palate, it is a wine with structure and persistence, enveloping and layered. It is complex yet fresh. Deep and elegant. The palate retains the aromas and flavors for a long time.</p>
<p><strong>FOOD PAIRING:</strong> Beef or fatty cuts of Iberian pork, such as presa or secreto. It also pairs well with furred game rather than feathered game.<br></p>",ESPELT VITICULTORS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, barcelona, Catalonia, catalunya, cataluña, emporda, españa, mourvedre, nacional, NEGRO, regional, rojo, samso, seco, spain, tinto",true,Vintage,2018,,Size,0.75 L,,,,,706,1000.0,shopify,deny,manual,24.95,27.00,true,true,,,,,8436020955068,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_52_58d95d51-3067-4bef-8b16-d5b072c9f478.png?v=1724867303,1,"",false,,,,,,,,,,,,,,15%,Empordà,All collections,E33,FALSE,Spain,Cariñena,Cariñena (Samsó),Red wine,Catalunya,,,,,,,,,,,,,,,kg,,13.50,active
chilli-peppers,BERNAL CHILLI PEPPERS,"<p><span>At BERNAL this recipe is prepared using a variety of long yellow-green peppers, peppers which are fine textured and possess a predominant spicy flavour. It is one of our star elaborations, being highly prized by lovers of intense flavours.</span></p>
<!---->",BERNAL ALIMENTACIÓN,"Food, Beverages & Tobacco > Food Items > Condiments & Sauces > Pickled Fruits & Vegetables",Olive oil,"alimentacion, all collections, Andalucia, ENCURTIDOS, españa, GUINDILLAS, nacional, olivas, PICANTE, PIMIENTO, PIPARRAS, sevilla, spain",true,Size,110gr,,,,,,,,726,500.0,shopify,deny,manual,1.90,,true,true,,,,,8428391100826,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_50_94dbacc9-8d10-4a04-b6d7-a6af43c6d538.png?v=1724325171,1,"",false,,,5760,,,,,,,,,,,,Sevilla,All collections,A22,,Spain,,,Olive oil and olives,Andalucía,,,,,,,,,,,,,,,kg,,1.02,active
murcia-style-green-olives,BERNAL MURCIA-STYLE GREEN OLIVES,"<p><span>Gordal Green Olives, which at BERNAL we carefully select for production, seasoned with red pepper, garlic and spices. The unique flavour of our land in a delicious bite.</span></p>
<!---->",BERNAL ALIMENTACIÓN,"Food, Beverages & Tobacco > Food Items > Condiments & Sauces > Olives & Capers > Olives",Olive oil,"aceitunas, alimentacion, all collections, Andalucia, ENCURTIDOS, españa, murciano, nacional, olivas, sevilla",true,Size,170gr,,,,,,,,728,500.0,shopify,deny,manual,1.90,2.30,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_49_77e085fd-062d-47b2-ad07-7ed6d83756c1.png?v=1724324669,1,"",false,,,5760,,,,,,,,,,,,Sevilla,All collections,A31,,Spain,,,Olive oil and olives,Andalucía,,,,,,,,,,,,,,,kg,,0.00,active
doix,MAS DOIX - DOIX,"<p><span><strong>AGING</strong>: Bush vines of 70 to 100 years old all around Poboleda. 14 months in new and second year French oak barrels.</span></p>
<p><strong>VIEW: </strong>Intense cherry colour, violet edge.</p>
<p><strong>BOUQUET: </strong>Very fine, clean blend of raspberry and plum, light notes of potpourri, white pepper, dried orange peel, minor tobacco, and a bit of sweet licorice.</p>
<p><strong>MOUTH: </strong>Very fresh and juicy on the palate, fine fruit with even finer tannins, lifted acidity that carries the wine along effortlessly.</p>
<p><strong>FOOD PAIRING: </strong>Veal, poultry, lamb, and game meat.</p>
<!---->",MAS DOIX,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, CARIGNAN, cariñena, Catalonia, catalunya, Cataluña, españa, garnacha, garnacha negra, garnacha tinta, LIMITADO, nacional, POBOLEDA, priorat, rojo, seco, spain, tinto, vino tinto, Vinyes Velles",true,Size,0.75 L,,Vintage,2021,,,,,713,1000.0,shopify,deny,manual,98.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_37_01e0d8dd-8605-4164-800a-67726331e0c6.png?v=1724262186,1,"",false,,,,,,,,,,,,,,14.5%,DOQ Priorat,All collections,E44,,Spain,Garnacha / Cariñena,Grenache,Red wine,Catalunya,,,,spain,,,,dry,red,,,,,,kg,,47.00,active
poboleda-vi-de-vila-mas-doix,MAS DOIX POBOLEDA VI DE VILA,"<p><span><strong>AGING</strong>: In concrete eggs for 6 months.</span></p>
<p><strong>VIEW: </strong>It is a light and fluid red wine, aged in concrete.</p>
<p><strong>BOUQUET: </strong>Its nose is intense, with aromas of strawberries and cherries, along with forest fruits like blackberries and raspberries, intertwined with floral and spicy notes.</p>
<p><strong>MOUTH: </strong>On the palate, it is smooth and elegant, with balanced acidity and a refreshing finish.</p>
<p><strong>FOOD PAIRING: </strong>Seafood, soft cheeses, white fish, red meat, white meats, cured cheeses, oily fish, smoked foods, blue cheeses.</p>
<!---->",MAS DOIX,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, Catalonia, catalunya, Cataluña, españa, garnacha, garnacha negra, garnacha tinta, LIMITADO, nacional, POBOLEDA, priorat, rojo, seco, spain, VI DE VILA, vino tinto",true,Size,0.75 L,,Vintage,2022,,,,,712,1000.0,shopify,deny,manual,59.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_36_91b086d2-dd9d-4336-8d7b-ff29a7733c5a.png?v=1724261338,1,"",false,,,,,,,,,,,,,,15%,DOQ Priorat,All collections,E51,TRUE,Spain,Garnacha,Grenache,Red wine,Catalunya,,,,spain,,,,dry,white,,,,,,kg,,30.00,active
les-crestes,MAS DOIX LES CRESTES,"<p><span><strong>AGING</strong>: Ageing of 4 to 6 months in a combination of concrete tank (25%), large oak vats (25%) and used French oak barrels (50%).</span></p>
<p><strong>VIEW: </strong>This wine unveils itself in a vivid crimson hue with hints of purple, beckoning one to explore its youthful zest.</p>
<p><strong>BOUQUET:  </strong>It unfurls a spectrum of aromas featuring cherries and raspberries, interwoven with delicate nuances of dried thyme and rosemary.</p>
<p><strong>MOUTH: </strong>Upon the palate, this red wine delights with a burst of ripe red fruits that transition into a velvety texture and a harmonious balance.</p>
<p><strong>FOOD PAIRING: </strong>Charcuterie, oily fish, soft cheeses and red meat.</p>
<!---->",MAS DOIX,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, cariñena, Catalonia, catalunya, Cataluña, españa, garnacha, garnacha negra, garnacha tinta, LIMITADO, nacional, priorat, seco, spain, syrah, tarragona, vino tinto",true,Size,0.75 L,,Vintage,2022,,,,,711,1000.0,shopify,deny,manual,24.60,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_35.png?v=1724260585,1,"",false,,,,,,,,,,,,,,14.5%,DOQ Priorat,All collections,E53,,Spain,Garnacha / Cariñena / Syrah,Grenache,Red wine,Catalunya,,,,spain,,,priorato,dry,white; red,,,,,,kg,,10.50,active
les-crestes,,,,,,,,,1.5 L,,,2023,,,,,957,1000.0,shopify,deny,manual,56.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,25.62,
murmuri-mas-doix,MAS DOIX MURMURI,"<p><span><strong>AGING</strong>: 3 months in stainless steel tanks, in contact with the lees.</span></p>
<p><strong>VIEW: </strong>Pale straw yellow color, clear and bright.</p>
<p><strong>BOUQUET: </strong>Dried yellow apple with a touch of beeswax, minor lightly dried herbal notes of sage and thyme, and the slightest of floral notes.</p>
<p><strong>MOUTH: </strong>Very light fruit on the palate, and the wine is generally delicate overall.</p>
<p><strong>FOOD PAIRING: </strong>Poultry, seafood, aged cheese, and white fish.</p>
<p><strong>LIMITED PRODUCTION:</strong> 2.700 numbered bottles.</p>
<!---->",MAS DOIX,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White Wine,"all collections, Catalonia, catalunya, Cataluña, españa, garnacha blanca, LIMITADO, nacional, priorat, seco, sin madera, spain, vino blanco",true,Size,0.75 L,,Vintage,2022,,,,,710,1000.0,shopify,deny,manual,25.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_34.png?v=1724258986,1,"",false,,,,,,,,,,,,,,13%,DOQ Priorat,All collections,E41,,Spain,Garnacha blanca / Macabeo,Grenache Blanc,White wine,Catalunya,,,,spain,,,,dry,white,,,,,,kg,,12.60,active
fichet-saya,FICHET SAYA,"<p><strong>AGING: </strong><span>Three months in old oak.</span></p>
<p><strong>VIEW</strong>: <span>Salmon color, pink highlights, vibrant.</span></p>
<p><strong>BOUQUET</strong>: Grainy, spicy citrus fruit with some subtle glacé cherry, and a twist of saltiness on the finish.</p>
<p><strong>MOUTH</strong>: So fresh and direct with a lovely intensity to the palate. Dry and textured with real freshness and a long, taut, mineral-laced finish. A beautiful dry rosé of real class.</p>
<p><strong>FOOD PAIRING: </strong>Seafood and fish, white meats and poultry, Mediterranean dishes, fresh cheeses, and semi-cured cheeses.<br></p>
<p><strong>LIMITED PRODUCTION: </strong>1.920 numbered bottles.</p>",DOMAINE FICHET,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Rose Wine,"all collections, borgoña, Bourgogne, burgundy, france, francia, gamay, internacional, limited, macon, maconnais, rosado",true,Vintage,2023,,Size,0.75 L,,,,,718,1000.0,shopify,deny,manual,19.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_33.png?v=1724238833,1,"",false,,,,,,,,,,,,,,13%,A.O.P. Mâcon,All collections,O12,,France,Gamay,Gamay,Rose wine,Burgundy (Bourgogne),,,,,,,,,,,,,,,kg,,8.90,active
el-galgo-oliver-moragues-copy,OLIVER MORAGUES DE LA FINCA,"<p><strong>AGING:</strong> Malolactic fermentation and short aging of 6 months in large French oak barrels, aiming to preserve maximum freshness.</p>
<p><strong>VIEW:</strong> Garnet color with medium depth.</p>
<p><strong>BOUQUET:</strong> Expressive with red fruit such as currant and red plum, and spicy notes.</p>
<p><strong>MOUTH:</strong> Notable for its overall roundness combined with great freshness, with mid-palate wild tannins typical of the variety. The finish is fine and elegant, leaving a very balanced mouthfeel.</p>
<p><strong>FOOD PAIRING: </strong>Veal, suckling veal, poultry, and pasta.<br></p>
<p><strong>LIMITED EDITION OF BOTTLES.</strong></p>
<!---->",OLIVER MORAGUES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, autoctona, baleares, bio, ecologico, españa, islas baleares, Mallorca, manto negro, nacional, native, organico, seco, spain, tinto, vegano",true,Size,0.75 L,,Vintage,2023,,,,,703,1000.0,shopify,deny,manual,16.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_32.png?v=1724237009,1,"",false,,,,,,,,,,,,,,13.5%,IGP Mallorca,All collections,L11,TRUE,Spain,Manto negro,Manto negro,Red wine,Islas Baleares,,,,,,,,,,,,,,,kg,,8.08,active
